,head_cui,head,relation_label,tail_cui,tail,rel_type,rela_raw,sab,has_named_rel,linearised
60247,C0392681,Asthmatic breathing,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSPA,True,Asthmatic breathing member of Hypersensitivity (SMQ).
60248,C0392707,Atopy,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSPA,True,Atopy member of Hypersensitivity (SMQ).
60249,C0543698,hypersensitive syndrome,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSPA,True,hypersensitive syndrome member of Hypersensitivity (SMQ).
60250,C0549336,asthma aggravated,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSPA,True,asthma aggravated member of Hypersensitivity (SMQ).
60251,C0694548,Cough variant asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSPA,True,Cough variant asthma member of Hypersensitivity (SMQ).
60252,C0856716,Asthma aspirin-sensitive,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSPA,True,Asthma aspirin-sensitive member of Hypersensitivity (SMQ).
60253,C0858626,Asthmatic attack induced,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSPA,True,Asthmatic attack induced member of Hypersensitivity (SMQ).
60254,C0948683,Asthmatic attack atopic,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSPA,True,Asthmatic attack atopic member of Hypersensitivity (SMQ).
60255,C1260881,Allergic bronchitis,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSPA,True,Allergic bronchitis member of Hypersensitivity (SMQ).
60256,C1273489,Asthma night-time symptoms,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSPA,True,Asthma night-time symptoms member of Hypersensitivity (SMQ).
60257,C1319018,Asthmatic bronchitis,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSPA,True,Asthmatic bronchitis member of Hypersensitivity (SMQ).
60258,C2919352,Seasonal asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSPA,True,Seasonal asthma member of Hypersensitivity (SMQ).
60259,C3714497,Reactive airway disease,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSPA,True,Reactive airway disease member of Hypersensitivity (SMQ).
60260,C4038730,Asthma-chronic obstructive pulmonary disease overlap syndrome,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSPA,True,Asthma-chronic obstructive pulmonary disease overlap syndrome member of Hypersensitivity (SMQ).
60261,C5394677,Thunderstorm asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSPA,True,Thunderstorm asthma member of Hypersensitivity (SMQ).
60262,C0004096,Asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Asthma member of Hypersensitivity (SMQ).
60263,C0006266,Bronchospasm,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Bronchospasm member of Hypersensitivity (SMQ).
60264,C0011615,Atopic dermatitis,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Atopic dermatitis member of Hypersensitivity (SMQ).
60265,C0020517,Hypersensitivity,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Hypersensitivity member of Hypersensitivity (SMQ).
60266,C0024117,Chronic Obstructive Airway Disease,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Chronic Obstructive Airway Disease member of Hypersensitivity (SMQ).
60267,C0038218,asthmaticus; status,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,asthmaticus; status member of Hypersensitivity (SMQ).
60268,C0043144,Wheezing,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Wheezing member of Hypersensitivity (SMQ).
60269,C0085129,bronchial hyperreactivity,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,bronchial hyperreactivity member of Hypersensitivity (SMQ).
60270,C0155877,Allergic asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Allergic asthma member of Hypersensitivity (SMQ).
60271,C0155878,Extrinsic asthma without mention of status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Extrinsic asthma without mention of status asthmaticus member of Hypersensitivity (SMQ).
60272,C0155879,extrinsic asthma with status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,extrinsic asthma with status asthmaticus member of Hypersensitivity (SMQ).
60273,C0155880,Intrinsic asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Intrinsic asthma member of Hypersensitivity (SMQ).
60274,C0155881,Intrinsic asthma without mention of status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Intrinsic asthma without mention of status asthmaticus member of Hypersensitivity (SMQ).
60275,C0155882,intrinsic asthma with status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,intrinsic asthma with status asthmaticus member of Hypersensitivity (SMQ).
60276,C0155883,Chronic obstructive asthma (with obstructive pulmonary disease),member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Chronic obstructive asthma (with obstructive pulmonary disease) member of Hypersensitivity (SMQ).
60277,C0155886,"Asthma, unspecified type, without mention of status asthmaticus",member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,"Asthma, unspecified type, without mention of status asthmaticus member of Hypersensitivity (SMQ)."
60278,C0231875,Expiratory wheezing,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Expiratory wheezing member of Hypersensitivity (SMQ).
60279,C0235906,Bronchospasm Aggravated,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Bronchospasm Aggravated member of Hypersensitivity (SMQ).
60280,C0264408,Childhood asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Childhood asthma member of Hypersensitivity (SMQ).
60281,C0264413,Late onset asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Late onset asthma member of Hypersensitivity (SMQ).
60282,C0264423,Occupational asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Occupational asthma member of Hypersensitivity (SMQ).
60283,C0340067,Drug-induced asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Drug-induced asthma member of Hypersensitivity (SMQ).
60284,C0340076,Asthmatic pulmonary eosinophilia,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Asthmatic pulmonary eosinophilia member of Hypersensitivity (SMQ).
60285,C0347950,asthma attack,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,asthma attack member of Hypersensitivity (SMQ).
60286,C0349790,exacerbation of asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,exacerbation of asthma member of Hypersensitivity (SMQ).
60287,C0375321,"Upper respiratory tract hypersensitivity reaction, site unspecified",member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,"Upper respiratory tract hypersensitivity reaction, site unspecified member of Hypersensitivity (SMQ)."
60288,C0392681,Asthmatic breathing,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Asthmatic breathing member of Hypersensitivity (SMQ).
60289,C0392707,Atopy,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Atopy member of Hypersensitivity (SMQ).
60290,C0543698,hypersensitive syndrome,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,hypersensitive syndrome member of Hypersensitivity (SMQ).
60291,C0549336,asthma aggravated,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,asthma aggravated member of Hypersensitivity (SMQ).
60292,C0694548,Cough variant asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Cough variant asthma member of Hypersensitivity (SMQ).
60293,C0856716,Asthma aspirin-sensitive,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Asthma aspirin-sensitive member of Hypersensitivity (SMQ).
60294,C0858626,Asthmatic attack induced,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Asthmatic attack induced member of Hypersensitivity (SMQ).
60295,C0948683,Asthmatic attack atopic,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Asthmatic attack atopic member of Hypersensitivity (SMQ).
60296,C1260881,Allergic bronchitis,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Allergic bronchitis member of Hypersensitivity (SMQ).
60297,C1273489,Asthma night-time symptoms,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Asthma night-time symptoms member of Hypersensitivity (SMQ).
60298,C1319018,Asthmatic bronchitis,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Asthmatic bronchitis member of Hypersensitivity (SMQ).
60299,C2919352,Seasonal asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Seasonal asthma member of Hypersensitivity (SMQ).
60300,C3714497,Reactive airway disease,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Reactive airway disease member of Hypersensitivity (SMQ).
60301,C4038730,Asthma-chronic obstructive pulmonary disease overlap syndrome,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Asthma-chronic obstructive pulmonary disease overlap syndrome member of Hypersensitivity (SMQ).
60302,C5394677,Thunderstorm asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRRUS,True,Thunderstorm asthma member of Hypersensitivity (SMQ).
60303,C0004096,Asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Asthma member of Hypersensitivity (SMQ).
60304,C0006266,Bronchospasm,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Bronchospasm member of Hypersensitivity (SMQ).
60305,C0011615,Atopic dermatitis,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Atopic dermatitis member of Hypersensitivity (SMQ).
60306,C0020517,Hypersensitivity,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Hypersensitivity member of Hypersensitivity (SMQ).
60307,C0024117,Chronic Obstructive Airway Disease,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Chronic Obstructive Airway Disease member of Hypersensitivity (SMQ).
60308,C0038218,asthmaticus; status,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,asthmaticus; status member of Hypersensitivity (SMQ).
60309,C0043144,Wheezing,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Wheezing member of Hypersensitivity (SMQ).
60310,C0085129,bronchial hyperreactivity,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,bronchial hyperreactivity member of Hypersensitivity (SMQ).
60311,C0155877,Allergic asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Allergic asthma member of Hypersensitivity (SMQ).
60312,C0155878,Extrinsic asthma without mention of status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Extrinsic asthma without mention of status asthmaticus member of Hypersensitivity (SMQ).
60313,C0155879,extrinsic asthma with status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,extrinsic asthma with status asthmaticus member of Hypersensitivity (SMQ).
60314,C0155880,Intrinsic asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Intrinsic asthma member of Hypersensitivity (SMQ).
60315,C0155881,Intrinsic asthma without mention of status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Intrinsic asthma without mention of status asthmaticus member of Hypersensitivity (SMQ).
60316,C0155882,intrinsic asthma with status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,intrinsic asthma with status asthmaticus member of Hypersensitivity (SMQ).
60317,C0155883,Chronic obstructive asthma (with obstructive pulmonary disease),member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Chronic obstructive asthma (with obstructive pulmonary disease) member of Hypersensitivity (SMQ).
60318,C0155886,"Asthma, unspecified type, without mention of status asthmaticus",member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,"Asthma, unspecified type, without mention of status asthmaticus member of Hypersensitivity (SMQ)."
60319,C0231875,Expiratory wheezing,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Expiratory wheezing member of Hypersensitivity (SMQ).
60320,C0235906,Bronchospasm Aggravated,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Bronchospasm Aggravated member of Hypersensitivity (SMQ).
60321,C0264408,Childhood asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Childhood asthma member of Hypersensitivity (SMQ).
60322,C0264413,Late onset asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Late onset asthma member of Hypersensitivity (SMQ).
60323,C0264423,Occupational asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Occupational asthma member of Hypersensitivity (SMQ).
60324,C0340067,Drug-induced asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Drug-induced asthma member of Hypersensitivity (SMQ).
60325,C0340076,Asthmatic pulmonary eosinophilia,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Asthmatic pulmonary eosinophilia member of Hypersensitivity (SMQ).
60326,C0347950,asthma attack,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,asthma attack member of Hypersensitivity (SMQ).
60327,C0349790,exacerbation of asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,exacerbation of asthma member of Hypersensitivity (SMQ).
60328,C0375321,"Upper respiratory tract hypersensitivity reaction, site unspecified",member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,"Upper respiratory tract hypersensitivity reaction, site unspecified member of Hypersensitivity (SMQ)."
60329,C0392681,Asthmatic breathing,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Asthmatic breathing member of Hypersensitivity (SMQ).
60330,C0392707,Atopy,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Atopy member of Hypersensitivity (SMQ).
60331,C0543698,hypersensitive syndrome,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,hypersensitive syndrome member of Hypersensitivity (SMQ).
60332,C0549336,asthma aggravated,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,asthma aggravated member of Hypersensitivity (SMQ).
60333,C0694548,Cough variant asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Cough variant asthma member of Hypersensitivity (SMQ).
60334,C0856716,Asthma aspirin-sensitive,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Asthma aspirin-sensitive member of Hypersensitivity (SMQ).
60335,C0858626,Asthmatic attack induced,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Asthmatic attack induced member of Hypersensitivity (SMQ).
60336,C0948683,Asthmatic attack atopic,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Asthmatic attack atopic member of Hypersensitivity (SMQ).
60337,C1260881,Allergic bronchitis,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Allergic bronchitis member of Hypersensitivity (SMQ).
60338,C1273489,Asthma night-time symptoms,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Asthma night-time symptoms member of Hypersensitivity (SMQ).
60339,C1319018,Asthmatic bronchitis,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Asthmatic bronchitis member of Hypersensitivity (SMQ).
60340,C2919352,Seasonal asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Seasonal asthma member of Hypersensitivity (SMQ).
60341,C3714497,Reactive airway disease,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Reactive airway disease member of Hypersensitivity (SMQ).
60342,C4038730,Asthma-chronic obstructive pulmonary disease overlap syndrome,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Asthma-chronic obstructive pulmonary disease overlap syndrome member of Hypersensitivity (SMQ).
60343,C5394677,Thunderstorm asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRKOR,True,Thunderstorm asthma member of Hypersensitivity (SMQ).
60344,C0004096,Asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Asthma member of Hypersensitivity (SMQ).
60345,C0006266,Bronchospasm,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Bronchospasm member of Hypersensitivity (SMQ).
60346,C0011615,Atopic dermatitis,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Atopic dermatitis member of Hypersensitivity (SMQ).
60347,C0020517,Hypersensitivity,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Hypersensitivity member of Hypersensitivity (SMQ).
60348,C0024117,Chronic Obstructive Airway Disease,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Chronic Obstructive Airway Disease member of Hypersensitivity (SMQ).
60349,C0038218,asthmaticus; status,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,asthmaticus; status member of Hypersensitivity (SMQ).
60350,C0043144,Wheezing,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Wheezing member of Hypersensitivity (SMQ).
60351,C0085129,bronchial hyperreactivity,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,bronchial hyperreactivity member of Hypersensitivity (SMQ).
60352,C0155877,Allergic asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Allergic asthma member of Hypersensitivity (SMQ).
60353,C0155878,Extrinsic asthma without mention of status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Extrinsic asthma without mention of status asthmaticus member of Hypersensitivity (SMQ).
60354,C0155879,extrinsic asthma with status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,extrinsic asthma with status asthmaticus member of Hypersensitivity (SMQ).
60355,C0155880,Intrinsic asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Intrinsic asthma member of Hypersensitivity (SMQ).
60356,C0155881,Intrinsic asthma without mention of status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Intrinsic asthma without mention of status asthmaticus member of Hypersensitivity (SMQ).
60357,C0155882,intrinsic asthma with status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,intrinsic asthma with status asthmaticus member of Hypersensitivity (SMQ).
60358,C0155883,Chronic obstructive asthma (with obstructive pulmonary disease),member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Chronic obstructive asthma (with obstructive pulmonary disease) member of Hypersensitivity (SMQ).
60359,C0155886,"Asthma, unspecified type, without mention of status asthmaticus",member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,"Asthma, unspecified type, without mention of status asthmaticus member of Hypersensitivity (SMQ)."
60360,C0231875,Expiratory wheezing,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Expiratory wheezing member of Hypersensitivity (SMQ).
60361,C0235906,Bronchospasm Aggravated,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Bronchospasm Aggravated member of Hypersensitivity (SMQ).
60362,C0264408,Childhood asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Childhood asthma member of Hypersensitivity (SMQ).
60363,C0264413,Late onset asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Late onset asthma member of Hypersensitivity (SMQ).
60364,C0264423,Occupational asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Occupational asthma member of Hypersensitivity (SMQ).
60365,C0340067,Drug-induced asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Drug-induced asthma member of Hypersensitivity (SMQ).
60366,C0340076,Asthmatic pulmonary eosinophilia,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Asthmatic pulmonary eosinophilia member of Hypersensitivity (SMQ).
60367,C0347950,asthma attack,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,asthma attack member of Hypersensitivity (SMQ).
60368,C0349790,exacerbation of asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,exacerbation of asthma member of Hypersensitivity (SMQ).
60369,C0375321,"Upper respiratory tract hypersensitivity reaction, site unspecified",member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,"Upper respiratory tract hypersensitivity reaction, site unspecified member of Hypersensitivity (SMQ)."
60370,C0392681,Asthmatic breathing,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Asthmatic breathing member of Hypersensitivity (SMQ).
60371,C0392707,Atopy,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Atopy member of Hypersensitivity (SMQ).
60372,C0543698,hypersensitive syndrome,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,hypersensitive syndrome member of Hypersensitivity (SMQ).
60373,C0549336,asthma aggravated,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,asthma aggravated member of Hypersensitivity (SMQ).
60374,C0694548,Cough variant asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Cough variant asthma member of Hypersensitivity (SMQ).
60375,C0856716,Asthma aspirin-sensitive,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Asthma aspirin-sensitive member of Hypersensitivity (SMQ).
60376,C0858626,Asthmatic attack induced,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Asthmatic attack induced member of Hypersensitivity (SMQ).
60377,C0948683,Asthmatic attack atopic,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Asthmatic attack atopic member of Hypersensitivity (SMQ).
60378,C1260881,Allergic bronchitis,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Allergic bronchitis member of Hypersensitivity (SMQ).
60379,C1273489,Asthma night-time symptoms,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Asthma night-time symptoms member of Hypersensitivity (SMQ).
60380,C1319018,Asthmatic bronchitis,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Asthmatic bronchitis member of Hypersensitivity (SMQ).
60381,C2919352,Seasonal asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Seasonal asthma member of Hypersensitivity (SMQ).
60382,C3714497,Reactive airway disease,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Reactive airway disease member of Hypersensitivity (SMQ).
60383,C4038730,Asthma-chronic obstructive pulmonary disease overlap syndrome,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Asthma-chronic obstructive pulmonary disease overlap syndrome member of Hypersensitivity (SMQ).
60384,C5394677,Thunderstorm asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRBPO,True,Thunderstorm asthma member of Hypersensitivity (SMQ).
60385,C0004096,Asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Asthma member of Hypersensitivity (SMQ).
60386,C0006266,Bronchospasm,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Bronchospasm member of Hypersensitivity (SMQ).
60387,C0011615,Atopic dermatitis,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Atopic dermatitis member of Hypersensitivity (SMQ).
60388,C0020517,Hypersensitivity,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Hypersensitivity member of Hypersensitivity (SMQ).
60389,C0024117,Chronic Obstructive Airway Disease,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Chronic Obstructive Airway Disease member of Hypersensitivity (SMQ).
60390,C0038218,asthmaticus; status,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,asthmaticus; status member of Hypersensitivity (SMQ).
60391,C0043144,Wheezing,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Wheezing member of Hypersensitivity (SMQ).
60392,C0085129,bronchial hyperreactivity,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,bronchial hyperreactivity member of Hypersensitivity (SMQ).
60393,C0155877,Allergic asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Allergic asthma member of Hypersensitivity (SMQ).
60394,C0155878,Extrinsic asthma without mention of status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Extrinsic asthma without mention of status asthmaticus member of Hypersensitivity (SMQ).
60395,C0155879,extrinsic asthma with status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,extrinsic asthma with status asthmaticus member of Hypersensitivity (SMQ).
60396,C0155880,Intrinsic asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Intrinsic asthma member of Hypersensitivity (SMQ).
60397,C0155881,Intrinsic asthma without mention of status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Intrinsic asthma without mention of status asthmaticus member of Hypersensitivity (SMQ).
60398,C0155882,intrinsic asthma with status asthmaticus,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,intrinsic asthma with status asthmaticus member of Hypersensitivity (SMQ).
60399,C0155883,Chronic obstructive asthma (with obstructive pulmonary disease),member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Chronic obstructive asthma (with obstructive pulmonary disease) member of Hypersensitivity (SMQ).
60400,C0155886,"Asthma, unspecified type, without mention of status asthmaticus",member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,"Asthma, unspecified type, without mention of status asthmaticus member of Hypersensitivity (SMQ)."
60401,C0231875,Expiratory wheezing,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Expiratory wheezing member of Hypersensitivity (SMQ).
60402,C0235906,Bronchospasm Aggravated,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Bronchospasm Aggravated member of Hypersensitivity (SMQ).
60403,C0264408,Childhood asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Childhood asthma member of Hypersensitivity (SMQ).
60404,C0264413,Late onset asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Late onset asthma member of Hypersensitivity (SMQ).
60405,C0264423,Occupational asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Occupational asthma member of Hypersensitivity (SMQ).
60406,C0340067,Drug-induced asthma,member of,C3544362,Hypersensitivity (SMQ),RO,member_of,MDRSWE,True,Drug-induced asthma member of Hypersensitivity (SMQ).
